session_id,vehicle_number,vehicle_type,slot_number,entry_time,exit_time,duration_minutes,status,hour,minute,day_of_week,is_weekend,is_morning_rush,is_lunch,is_evening_rush,month,day,vehicle_type_num
3139,UP80UY4266,bike,B1,2024-02-24 21:19:25,2024-02-24 22:43:25,84,completed,21,19,5,1,0,0,0,2,24,1
3140,UP80QA2535,bike,B2,2024-02-24 21:28:59,2024-02-24 22:37:59,69,completed,21,28,5,1,0,0,0,2,24,1
3141,UP80PT9928,car,C2,2024-02-24 21:28:39,2024-02-24 22:41:39,73,completed,21,28,5,1,0,0,0,2,24,0
3142,UP80WV2729,bike,B3,2024-02-24 22:11:46,2024-02-24 23:18:46,67,completed,22,11,5,1,0,0,0,2,24,1
3143,UP80QV8527,car,C1,2024-02-25 04:20:07,2024-02-25 06:53:07,153,completed,4,20,6,1,0,0,0,2,25,0
3144,UP80JZ3266,car,C1,2024-02-25 07:43:43,2024-02-25 12:56:43,313,completed,7,43,6,1,1,0,0,2,25,0
3145,UP80DJ5374,bike,B1,2024-02-25 08:39:21,2024-02-25 12:57:21,258,completed,8,39,6,1,1,0,0,2,25,1
3146,UP80SJ3547,car,C2,2024-02-25 08:28:45,2024-02-25 14:14:45,346,completed,8,28,6,1,1,0,0,2,25,0
3147,UP80ML4020,car,C3,2024-02-25 09:35:03,2024-02-25 15:16:03,341,completed,9,35,6,1,1,0,0,2,25,0
3148,UP80FN1434,bike,B2,2024-02-25 10:58:14,2024-02-25 11:25:14,27,completed,10,58,6,1,0,0,0,2,25,1
3149,UP80PS6511,bike,B2,2024-02-25 11:25:18,2024-02-25 12:43:18,78,completed,11,25,6,1,0,0,0,2,25,1
3150,UP80DM4502,car,C4,2024-02-25 11:13:44,2024-02-25 13:00:44,107,completed,11,13,6,1,0,0,0,2,25,0
3151,UP80YC3200,bike,B3,2024-02-25 12:22:08,2024-02-25 12:50:08,28,completed,12,22,6,1,0,1,0,2,25,1
3152,UP80SC9797,car,C5,2024-02-25 12:48:18,2024-02-25 13:45:18,57,completed,12,48,6,1,0,1,0,2,25,0
3153,UP80PS1750,bike,B1,2024-02-25 13:39:58,2024-02-25 14:34:58,55,completed,13,39,6,1,0,1,0,2,25,1
3154,UP80PE7211,car,C1,2024-02-25 13:57:11,2024-02-25 14:46:11,49,completed,13,57,6,1,0,1,0,2,25,0
3155,UP80QZ4180,bike,B2,2024-02-25 13:48:15,2024-02-25 14:19:15,31,completed,13,48,6,1,0,1,0,2,25,1
3156,UP80VL2040,car,C4,2024-02-25 13:04:02,2024-02-25 13:55:02,51,completed,13,4,6,1,0,1,0,2,25,0
3157,UP80FM8517,bike,B1,2024-02-25 14:36:00,2024-02-25 14:58:00,22,completed,14,36,6,1,0,0,0,2,25,1
3158,UP80KB6155,car,C2,2024-02-25 14:35:03,2024-02-25 15:52:03,77,completed,14,35,6,1,0,0,0,2,25,0
3159,UP80RU2307,car,C4,2024-02-25 14:30:16,2024-02-25 17:13:16,163,completed,14,30,6,1,0,0,0,2,25,0
3160,UP80GX3546,car,C5,2024-02-25 14:08:45,2024-02-25 16:02:45,114,completed,14,8,6,1,0,0,0,2,25,0
3161,UP80AT5315,car,C1,2024-02-25 15:36:54,2024-02-25 17:02:54,86,completed,15,36,6,1,0,0,0,2,25,0
3162,UP80NC1771,car,C3,2024-02-25 15:01:00,2024-02-25 15:08:00,7,completed,15,1,6,1,0,0,0,2,25,0
3163,UP80QE5010,car,C1,2024-02-25 17:54:54,2024-02-25 19:24:54,90,completed,17,54,6,1,0,0,1,2,25,0
3164,UP80KB6155,car,C2,2024-02-25 17:00:04,2024-02-25 18:15:04,75,completed,17,0,6,1,0,0,1,2,25,0
3165,UP80DJ5374,bike,B1,2024-02-25 17:08:57,2024-02-25 18:24:57,76,completed,17,8,6,1,0,0,1,2,25,1
3166,UP80CL8433,car,C3,2024-02-25 17:03:40,2024-02-25 18:53:40,110,completed,17,3,6,1,0,0,1,2,25,0
3167,UP80HW5573,bike,B2,2024-02-25 17:09:14,2024-02-25 17:58:14,49,completed,17,9,6,1,0,0,1,2,25,1
3168,UP80DD9830,car,C2,2024-02-25 18:50:02,2024-02-25 20:35:02,105,completed,18,50,6,1,0,0,1,2,25,0
3169,UP80SC9797,car,C4,2024-02-25 18:02:22,2024-02-25 18:50:22,48,completed,18,2,6,1,0,0,1,2,25,0
3170,UP80ZY4872,car,C5,2024-02-25 18:00:09,2024-02-25 18:58:09,58,completed,18,0,6,1,0,0,1,2,25,0
3171,UP80SJ3547,car,C6,2024-02-25 18:25:28,2024-02-25 19:57:28,92,completed,18,25,6,1,0,0,1,2,25,0
3172,UP80GT1027,car,C7,2024-02-25 18:21:59,2024-02-25 19:48:59,87,completed,18,21,6,1,0,0,1,2,25,0
3173,UP80WQ4908,bike,B1,2024-02-25 18:36:35,2024-02-25 19:05:35,29,completed,18,36,6,1,0,0,1,2,25,1
3174,UP80AT5315,car,C3,2024-02-25 19:05:10,2024-02-25 20:53:10,108,completed,19,5,6,1,0,0,1,2,25,0
3175,UP80PS1750,bike,B1,2024-02-25 19:19:10,2024-02-25 20:48:10,89,completed,19,19,6,1,0,0,1,2,25,1
3176,UP80AN5494,bike,B1,2024-02-25 20:56:11,2024-02-25 21:48:11,52,completed,20,56,6,1,0,0,0,2,25,1
3177,UP80FN1434,bike,B2,2024-02-25 20:23:22,2024-02-25 21:39:22,76,completed,20,23,6,1,0,0,0,2,25,1
3178,UP80JZ3266,car,C1,2024-02-25 20:44:38,2024-02-25 23:38:38,174,completed,20,44,6,1,0,0,0,2,25,0
3179,UP80ER5325,bike,B3,2024-02-25 20:51:22,2024-02-25 21:43:22,52,completed,20,51,6,1,0,0,0,2,25,1
3180,UP80DE8579,car,C2,2024-02-25 20:27:44,2024-02-25 21:34:44,67,completed,20,27,6,1,0,0,0,2,25,0
3181,UP80FN1434,bike,B4,2024-02-25 20:38:46,2024-02-25 21:20:46,42,completed,20,38,6,1,0,0,0,2,25,1
3182,UP80DV5978,car,C3,2024-02-25 20:33:36,2024-02-25 22:46:36,133,completed,20,33,6,1,0,0,0,2,25,0
3183,UP80LL5557,car,C4,2024-02-25 21:23:36,2024-02-25 23:02:36,99,completed,21,23,6,1,0,0,0,2,25,0
3184,UP80PT9928,car,C5,2024-02-25 21:23:21,2024-02-25 22:35:21,72,completed,21,23,6,1,0,0,0,2,25,0
3185,UP80NC1771,car,C2,2024-02-25 21:56:20,2024-02-25 23:37:20,101,completed,21,56,6,1,0,0,0,2,25,0
3186,UP80SX2424,car,C3,2024-02-25 23:06:24,2024-02-26 00:22:24,76,completed,23,6,6,1,0,0,0,2,25,0
3187,UP80RU2307,car,C1,2024-02-25 23:48:49,2024-02-26 00:39:49,51,completed,23,48,6,1,0,0,0,2,25,0
3188,UP80KB6155,car,C2,2024-02-25 23:54:13,2024-02-26 01:55:13,121,completed,23,54,6,1,0,0,0,2,25,0
3189,UP80LL5557,car,C1,2024-02-26 04:54:59,2024-02-26 06:56:59,122,completed,4,54,0,0,0,0,0,2,26,0
3190,UP80YU5673,bike,B1,2024-02-26 05:02:57,2024-02-26 06:56:57,114,completed,5,2,0,0,0,0,0,2,26,1
3191,UP80QA2535,bike,B1,2024-02-26 07:32:05,2024-02-26 10:41:05,189,completed,7,32,0,0,1,0,0,2,26,1
3192,UP80QF4608,car,C1,2024-02-26 07:00:43,2024-02-26 13:33:43,393,completed,7,0,0,0,1,0,0,2,26,0
3193,UP80CL5533,bike,B2,2024-02-26 07:22:45,2024-02-26 12:21:45,299,completed,7,22,0,0,1,0,0,2,26,1
3194,UP80AT5315,car,C2,2024-02-26 07:29:22,2024-02-26 13:03:22,334,completed,7,29,0,0,1,0,0,2,26,0
3195,UP80SJ3547,car,C3,2024-02-26 08:06:39,2024-02-26 14:16:39,370,completed,8,6,0,0,1,0,0,2,26,0
3196,UP80SZ2612,car,C4,2024-02-26 08:41:10,2024-02-26 13:10:10,269,completed,8,41,0,0,1,0,0,2,26,0
3197,UP80QZ4180,bike,B3,2024-02-26 08:26:43,2024-02-26 12:49:43,263,completed,8,26,0,0,1,0,0,2,26,1
3198,UP80ZY4295,bike,B4,2024-02-26 08:19:24,2024-02-26 12:15:24,236,completed,8,19,0,0,1,0,0,2,26,1
3199,UP80NZ1188,bike,B5,2024-02-26 08:55:10,2024-02-26 13:23:10,268,completed,8,55,0,0,1,0,0,2,26,1
3200,UP80SC9797,car,C5,2024-02-26 08:01:16,2024-02-26 16:22:16,501,completed,8,1,0,0,1,0,0,2,26,0
3201,UP80KB6155,car,C6,2024-02-26 08:52:17,2024-02-26 14:25:17,333,completed,8,52,0,0,1,0,0,2,26,0
3202,UP80DM4502,car,C7,2024-02-26 08:05:51,2024-02-26 14:26:51,381,completed,8,5,0,0,1,0,0,2,26,0
3203,UP80QA2535,bike,B6,2024-02-26 09:26:31,2024-02-26 12:34:31,188,completed,9,26,0,0,1,0,0,2,26,1
3204,UP80FM8517,bike,B7,2024-02-26 09:23:53,2024-02-26 14:19:53,296,completed,9,23,0,0,1,0,0,2,26,1
3205,UP80ZY4295,bike,B8,2024-02-26 09:29:48,2024-02-26 12:19:48,170,completed,9,29,0,0,1,0,0,2,26,1
3206,UP80KQ8668,bike,B9,2024-02-26 09:59:09,2024-02-26 15:01:09,302,completed,9,59,0,0,1,0,0,2,26,1
3207,UP80QA2535,bike,B10,2024-02-26 09:51:25,2024-02-26 13:34:25,223,completed,9,51,0,0,1,0,0,2,26,1
3208,UP80SX2424,car,C8,2024-02-26 09:48:50,2024-02-26 16:34:50,406,completed,9,48,0,0,1,0,0,2,26,0
3209,UP80NZ7201,car,C9,2024-02-26 10:28:27,2024-02-26 12:06:27,98,completed,10,28,0,0,0,0,0,2,26,0
3210,UP80DD9830,car,C10,2024-02-26 10:12:45,2024-02-26 11:22:45,70,completed,10,12,0,0,0,0,0,2,26,0
3211,UP80ZU9317,car,C11,2024-02-26 10:22:00,2024-02-26 11:50:00,88,completed,10,22,0,0,0,0,0,2,26,0
3212,UP80SJ3547,car,C12,2024-02-26 11:08:54,2024-02-26 13:38:54,150,completed,11,8,0,0,0,0,0,2,26,0
3213,UP80SZ2612,car,C9,2024-02-26 12:27:56,2024-02-26 13:23:56,56,completed,12,27,0,0,0,1,0,2,26,0
3214,UP80SJ3547,car,C2,2024-02-26 13:13:50,2024-02-26 14:23:50,70,completed,13,13,0,0,0,1,0,2,26,0
3215,UP80CF4986,bike,B1,2024-02-26 14:58:53,2024-02-26 15:52:53,54,completed,14,58,0,0,0,0,0,2,26,1
3216,UP80KQ8668,bike,B2,2024-02-26 14:43:09,2024-02-26 15:50:09,67,completed,14,43,0,0,0,0,0,2,26,1
3217,UP80SX2424,car,C1,2024-02-26 14:54:32,2024-02-26 16:08:32,74,completed,14,54,0,0,0,0,0,2,26,0
3218,UP80XW5889,car,C2,2024-02-26 15:38:43,2024-02-26 17:28:43,110,completed,15,38,0,0,0,0,0,2,26,0
3219,UP80RU2307,car,C3,2024-02-26 15:59:26,2024-02-26 17:44:26,105,completed,15,59,0,0,0,0,0,2,26,0
3220,UP80CL8433,car,C4,2024-02-26 15:45:05,2024-02-26 16:18:05,33,completed,15,45,0,0,0,0,0,2,26,0
3221,UP80NZ7201,car,C1,2024-02-26 16:43:24,2024-02-26 17:35:24,52,completed,16,43,0,0,0,0,0,2,26,0
3222,UP80UK5065,bike,B1,2024-02-26 16:56:08,2024-02-26 17:54:08,58,completed,16,56,0,0,0,0,0,2,26,1
3223,UP80JL6023,car,C2,2024-02-26 17:29:11,2024-02-26 19:33:11,124,completed,17,29,0,0,0,0,1,2,26,0
3224,UP80NZ7201,car,C4,2024-02-26 17:14:15,2024-02-26 18:57:15,103,completed,17,14,0,0,0,0,1,2,26,0
3225,UP80RG8239,bike,B2,2024-02-26 17:52:02,2024-02-26 19:41:02,109,completed,17,52,0,0,0,0,1,2,26,1
3226,UP80VL2040,car,C1,2024-02-26 17:23:54,2024-02-26 19:14:54,111,completed,17,23,0,0,0,0,1,2,26,0
3227,UP80GR6977,car,C3,2024-02-26 17:25:01,2024-02-26 18:31:01,66,completed,17,25,0,0,0,0,1,2,26,0
3228,UP80CA6111,bike,B3,2024-02-26 17:46:24,2024-02-26 19:21:24,95,completed,17,46,0,0,0,0,1,2,26,1
3229,UP80NC1771,car,C3,2024-02-26 18:43:17,2024-02-26 19:34:17,51,completed,18,43,0,0,0,0,1,2,26,0
3230,UP80BR1878,car,C5,2024-02-26 18:46:51,2024-02-26 20:43:51,117,completed,18,46,0,0,0,0,1,2,26,0
3231,UP80GT1027,car,C6,2024-02-26 18:49:57,2024-02-26 20:45:57,116,completed,18,49,0,0,0,0,1,2,26,0
3232,UP80WD3621,bike,B1,2024-02-26 18:15:27,2024-02-26 19:22:27,67,completed,18,15,0,0,0,0,1,2,26,1
3233,UP80ZU9317,car,C1,2024-02-26 19:54:17,2024-02-26 21:28:17,94,completed,19,54,0,0,0,0,1,2,26,0
3234,UP80GR6977,car,C2,2024-02-26 19:51:04,2024-02-26 20:51:04,60,completed,19,51,0,0,0,0,1,2,26,0
3235,UP80DJ5374,bike,B1,2024-02-26 20:08:05,2024-02-26 21:01:05,53,completed,20,8,0,0,0,0,0,2,26,1
3236,UP80XW5889,car,C1,2024-02-26 21:58:00,2024-02-27 00:34:00,156,completed,21,58,0,0,0,0,0,2,26,0
3237,UP80DK4598,car,C2,2024-02-26 21:58:19,2024-02-27 00:13:19,135,completed,21,58,0,0,0,0,0,2,26,0
3238,UP80CC6635,car,C1,2024-02-27 06:59:35,2024-02-27 09:36:35,157,completed,6,59,1,0,0,0,0,2,27,0
3239,UP80HP8753,bike,B1,2024-02-27 07:13:23,2024-02-27 10:49:23,216,completed,7,13,1,0,1,0,0,2,27,1
3240,UP80BD7275,car,C2,2024-02-27 08:27:56,2024-02-27 16:32:56,485,completed,8,27,1,0,1,0,0,2,27,0
3241,UP80RM1282,bike,B2,2024-02-27 08:16:17,2024-02-27 13:10:17,294,completed,8,16,1,0,1,0,0,2,27,1
3242,UP80CC6635,car,C3,2024-02-27 08:07:31,2024-02-27 13:22:31,315,completed,8,7,1,0,1,0,0,2,27,0
3243,UP80ET5530,car,C4,2024-02-27 08:55:41,2024-02-27 16:07:41,432,completed,8,55,1,0,1,0,0,2,27,0
3244,UP80BQ9238,car,C5,2024-02-27 08:50:21,2024-02-27 15:01:21,371,completed,8,50,1,0,1,0,0,2,27,0
3245,UP80JZ3266,car,C6,2024-02-27 09:14:57,2024-02-27 15:56:57,402,completed,9,14,1,0,1,0,0,2,27,0
3246,UP80NZ7201,car,C1,2024-02-27 09:43:20,2024-02-27 16:29:20,406,completed,9,43,1,0,1,0,0,2,27,0
3247,UP80QA2535,bike,B3,2024-02-27 09:29:00,2024-02-27 13:17:00,228,completed,9,29,1,0,1,0,0,2,27,1
3248,UP80ZB4044,car,C7,2024-02-27 09:48:40,2024-02-27 15:33:40,345,completed,9,48,1,0,1,0,0,2,27,0
3249,UP80FX6413,bike,B4,2024-02-27 09:52:28,2024-02-27 16:11:28,379,completed,9,52,1,0,1,0,0,2,27,1
3250,UP80SX2424,car,C8,2024-02-27 10:20:41,2024-02-27 12:34:41,134,completed,10,20,1,0,0,0,0,2,27,0
3251,UP80MY5892,car,C9,2024-02-27 10:02:01,2024-02-27 12:17:01,135,completed,10,2,1,0,0,0,0,2,27,0
3252,UP80QE5010,car,C10,2024-02-27 11:08:04,2024-02-27 12:48:04,100,completed,11,8,1,0,0,0,0,2,27,0
3253,UP80DJ2127,car,C11,2024-02-27 11:29:42,2024-02-27 13:35:42,126,completed,11,29,1,0,0,0,0,2,27,0
3254,UP80AN5494,bike,B1,2024-02-27 11:19:14,2024-02-27 12:37:14,78,completed,11,19,1,0,0,0,0,2,27,1
3255,UP80GX3546,car,C12,2024-02-27 11:50:07,2024-02-27 13:54:07,124,completed,11,50,1,0,0,0,0,2,27,0
3256,UP80CC6635,car,C8,2024-02-27 12:40:44,2024-02-27 13:15:44,35,completed,12,40,1,0,0,1,0,2,27,0
3257,UP80NZ7201,car,C9,2024-02-27 12:58:02,2024-02-27 13:44:02,46,completed,12,58,1,0,0,1,0,2,27,0
3258,UP80FM8517,bike,B1,2024-02-27 12:45:09,2024-02-27 13:39:09,54,completed,12,45,1,0,0,1,0,2,27,1
3259,UP80LJ8532,car,C10,2024-02-27 12:11:58,2024-02-27 12:54:58,43,completed,12,11,1,0,0,1,0,2,27,0
3260,UP80RU2307,car,C3,2024-02-27 13:40:54,2024-02-27 14:19:54,39,completed,13,40,1,0,0,1,0,2,27,0
3261,UP80HF2419,bike,B1,2024-02-27 15:22:08,2024-02-27 16:05:08,43,completed,15,22,1,0,0,0,0,2,27,1
3262,UP80RU2307,car,C3,2024-02-27 15:42:43,2024-02-27 18:49:43,187,completed,15,42,1,0,0,0,0,2,27,0
3263,UP80JZ3266,car,C4,2024-02-27 16:09:10,2024-02-27 18:17:10,128,completed,16,9,1,0,0,0,0,2,27,0
3264,UP80QV8527,car,C1,2024-02-27 16:57:33,2024-02-27 19:51:33,174,completed,16,57,1,0,0,0,0,2,27,0
3265,UP80WD3621,bike,B1,2024-02-27 16:00:18,2024-02-27 16:58:18,58,completed,16,0,1,0,0,0,0,2,27,1
3266,UP80SW1916,bike,B1,2024-02-27 17:50:53,2024-02-27 18:21:53,31,completed,17,50,1,0,0,0,1,2,27,1
3267,UP80GQ7543,car,C2,2024-02-27 17:14:08,2024-02-27 19:07:08,113,completed,17,14,1,0,0,0,1,2,27,0
3268,UP80QA2535,bike,B2,2024-02-27 17:02:30,2024-02-27 18:29:30,87,completed,17,2,1,0,0,0,1,2,27,1
3269,UP80QV8527,car,C4,2024-02-27 18:35:29,2024-02-27 19:37:29,62,completed,18,35,1,0,0,0,1,2,27,0
3270,UP80CC6635,car,C5,2024-02-27 18:07:48,2024-02-27 19:59:48,112,completed,18,7,1,0,0,0,1,2,27,0
3271,UP80SX2424,car,C3,2024-02-27 18:53:54,2024-02-27 20:51:54,118,completed,18,53,1,0,0,0,1,2,27,0
3272,UP80UU6573,car,C6,2024-02-27 18:09:25,2024-02-27 19:59:25,110,completed,18,9,1,0,0,0,1,2,27,0
3273,UP80ET5530,car,C2,2024-02-27 19:14:57,2024-02-27 19:32:57,18,completed,19,14,1,0,0,0,1,2,27,0
3274,UP80MG8956,car,C2,2024-02-27 19:45:05,2024-02-27 20:46:05,61,completed,19,45,1,0,0,0,1,2,27,0
3275,UP80LX8305,car,C4,2024-02-27 19:42:50,2024-02-27 21:57:50,135,completed,19,42,1,0,0,0,1,2,27,0
3276,UP80FM8517,bike,B1,2024-02-27 19:34:55,2024-02-27 20:29:55,55,completed,19,34,1,0,0,0,1,2,27,1
3277,UP80WW7227,car,C1,2024-02-27 20:30:12,2024-02-27 22:48:12,138,completed,20,30,1,0,0,0,0,2,27,0
3278,UP80PP6138,bike,B1,2024-02-27 20:13:44,2024-02-27 21:40:44,87,completed,20,13,1,0,0,0,0,2,27,1
3279,UP80YX6038,car,C5,2024-02-27 20:10:58,2024-02-27 21:25:58,75,completed,20,10,1,0,0,0,0,2,27,0
3280,UP80QR3041,car,C6,2024-02-27 20:18:16,2024-02-27 21:27:16,69,completed,20,18,1,0,0,0,0,2,27,0
3281,UP80CA6111,bike,B2,2024-02-27 20:35:42,2024-02-27 22:16:42,101,completed,20,35,1,0,0,0,0,2,27,1
3282,UP80FK5915,car,C2,2024-02-27 21:43:40,2024-02-28 00:43:40,180,completed,21,43,1,0,0,0,0,2,27,0
3283,UP80KB6155,car,C3,2024-02-27 21:46:22,2024-02-28 00:20:22,154,completed,21,46,1,0,0,0,0,2,27,0
3284,UP80QA2535,bike,B1,2024-02-27 22:21:13,2024-02-28 00:23:13,122,completed,22,21,1,0,0,0,0,2,27,1
3285,UP80WD3621,bike,B2,2024-02-27 22:57:24,2024-02-28 00:24:24,87,completed,22,57,1,0,0,0,0,2,27,1
3286,UP80QA2535,bike,B3,2024-02-27 23:54:41,2024-02-28 00:54:41,60,completed,23,54,1,0,0,0,0,2,27,1
3287,UP80AJ7624,bike,B1,2024-02-28 01:04:39,2024-02-28 02:52:39,108,completed,1,4,2,0,0,0,0,2,28,1
3288,UP80NZ7201,car,C1,2024-02-28 06:05:09,2024-02-28 08:41:09,156,completed,6,5,2,0,0,0,0,2,28,0
3289,UP80QT9270,bike,B1,2024-02-28 07:36:15,2024-02-28 12:45:15,309,completed,7,36,2,0,1,0,0,2,28,1
3290,UP80NC1771,car,C2,2024-02-28 07:29:34,2024-02-28 12:42:34,313,completed,7,29,2,0,1,0,0,2,28,0
3291,UP80NZ1188,bike,B2,2024-02-28 07:25:02,2024-02-28 11:01:02,216,completed,7,25,2,0,1,0,0,2,28,1
3292,UP80CL5533,bike,B3,2024-02-28 07:27:31,2024-02-28 11:30:31,243,completed,7,27,2,0,1,0,0,2,28,1
3293,UP80QV8527,car,C3,2024-02-28 07:05:51,2024-02-28 14:03:51,418,completed,7,5,2,0,1,0,0,2,28,0
3294,UP80DK4598,car,C1,2024-02-28 08:43:48,2024-02-28 15:47:48,424,completed,8,43,2,0,1,0,0,2,28,0
3295,UP80TB6733,bike,B4,2024-02-28 08:44:36,2024-02-28 11:41:36,177,completed,8,44,2,0,1,0,0,2,28,1
3296,UP80BH6925,bike,B5,2024-02-28 08:26:22,2024-02-28 11:25:22,179,completed,8,26,2,0,1,0,0,2,28,1
3297,UP80SS2169,bike,B6,2024-02-28 08:40:43,2024-02-28 13:03:43,263,completed,8,40,2,0,1,0,0,2,28,1
3298,UP80SS2169,bike,B7,2024-02-28 09:40:49,2024-02-28 14:57:49,317,completed,9,40,2,0,1,0,0,2,28,1
3299,UP80HT4033,car,C4,2024-02-28 09:12:01,2024-02-28 14:59:01,347,completed,9,12,2,0,1,0,0,2,28,0
3300,UP80FU2674,car,C5,2024-02-28 09:21:11,2024-02-28 14:03:11,282,completed,9,21,2,0,1,0,0,2,28,0
3301,UP80FN1434,bike,B8,2024-02-28 09:02:10,2024-02-28 12:54:10,232,completed,9,2,2,0,1,0,0,2,28,1
3302,UP80ZT4878,bike,B9,2024-02-28 10:22:31,2024-02-28 11:41:31,79,completed,10,22,2,0,0,0,0,2,28,1
3303,UP80DJ5374,bike,B10,2024-02-28 10:18:36,2024-02-28 10:53:36,35,completed,10,18,2,0,0,0,0,2,28,1
3304,UP80UU6573,car,C6,2024-02-28 10:00:08,2024-02-28 12:07:08,127,completed,10,0,2,0,0,0,0,2,28,0
3305,UP80SC9797,car,C7,2024-02-28 10:29:25,2024-02-28 12:07:25,98,completed,10,29,2,0,0,0,0,2,28,0
3306,UP80AT5315,car,C8,2024-02-28 10:25:19,2024-02-28 11:48:19,83,completed,10,25,2,0,0,0,0,2,28,0
3307,UP80PT9928,car,C9,2024-02-28 11:28:59,2024-02-28 13:04:59,96,completed,11,28,2,0,0,0,0,2,28,0
3308,UP80SX2424,car,C8,2024-02-28 11:56:22,2024-02-28 14:08:22,132,completed,11,56,2,0,0,0,0,2,28,0
3309,UP80FD2679,bike,B2,2024-02-28 11:16:54,2024-02-28 12:11:54,55,completed,11,16,2,0,0,0,0,2,28,1
3310,UP80SX2424,car,C2,2024-02-28 12:44:14,2024-02-28 13:54:14,70,completed,12,44,2,0,0,1,0,2,28,0
3311,UP80GR6977,car,C6,2024-02-28 12:37:47,2024-02-28 13:11:47,34,completed,12,37,2,0,0,1,0,2,28,0
3312,UP80CL8433,car,C7,2024-02-28 12:29:28,2024-02-28 13:17:28,48,completed,12,29,2,0,0,1,0,2,28,0
3313,UP80KB6155,car,C10,2024-02-28 12:41:22,2024-02-28 13:43:22,62,completed,12,41,2,0,0,1,0,2,28,0
3314,UP80RA5506,car,C11,2024-02-28 12:44:23,2024-02-28 13:57:23,73,completed,12,44,2,0,0,1,0,2,28,0
3315,UP80CC6635,car,C9,2024-02-28 13:11:23,2024-02-28 13:49:23,38,completed,13,11,2,0,0,1,0,2,28,0
3316,UP80RU2307,car,C2,2024-02-28 14:43:13,2024-02-28 16:34:13,111,completed,14,43,2,0,0,0,0,2,28,0
3317,UP80DJ5374,bike,B1,2024-02-28 14:05:54,2024-02-28 15:50:54,105,completed,14,5,2,0,0,0,0,2,28,1
3318,UP80DK4598,car,C3,2024-02-28 14:35:53,2024-02-28 16:06:53,91,completed,14,35,2,0,0,0,0,2,28,0
3319,UP80DJ5374,bike,B1,2024-02-28 16:39:25,2024-02-28 17:31:25,52,completed,16,39,2,0,0,0,0,2,28,1
3320,UP80KA8711,car,C1,2024-02-28 16:19:21,2024-02-28 18:40:21,141,completed,16,19,2,0,0,0,0,2,28,0
3321,UP80WW7227,car,C2,2024-02-28 16:47:14,2024-02-28 19:02:14,135,completed,16,47,2,0,0,0,0,2,28,0
3322,UP80CL8433,car,C3,2024-02-28 16:19:39,2024-02-28 17:09:39,50,completed,16,19,2,0,0,0,0,2,28,0
3323,UP80ZU9317,car,C4,2024-02-28 16:59:38,2024-02-28 19:01:38,122,completed,16,59,2,0,0,0,0,2,28,0
3324,UP80JZ3266,car,C5,2024-02-28 16:54:16,2024-02-28 19:56:16,182,completed,16,54,2,0,0,0,0,2,28,0
3325,UP80GR6977,car,C3,2024-02-28 17:18:14,2024-02-28 19:04:14,106,completed,17,18,2,0,0,0,1,2,28,0
3326,UP80UU6573,car,C6,2024-02-28 17:33:48,2024-02-28 18:46:48,73,completed,17,33,2,0,0,0,1,2,28,0
3327,UP80AT5315,car,C7,2024-02-28 17:10:09,2024-02-28 18:25:09,75,completed,17,10,2,0,0,0,1,2,28,0
3328,UP80BH6925,bike,B1,2024-02-28 17:38:46,2024-02-28 19:16:46,98,completed,17,38,2,0,0,0,1,2,28,1
3329,UP80CT9004,bike,B2,2024-02-28 17:36:42,2024-02-28 18:54:42,78,completed,17,36,2,0,0,0,1,2,28,1
3330,UP80RU2307,car,C8,2024-02-28 17:54:59,2024-02-28 18:47:59,53,completed,17,54,2,0,0,0,1,2,28,0
3331,UP80KS8699,car,C9,2024-02-28 17:10:06,2024-02-28 18:25:06,75,completed,17,10,2,0,0,0,1,2,28,0
3332,UP80WD3621,bike,B3,2024-02-28 18:44:11,2024-02-28 19:53:11,69,completed,18,44,2,0,0,0,1,2,28,1
3333,UP80SS2169,bike,B4,2024-02-28 18:48:02,2024-02-28 20:27:02,99,completed,18,48,2,0,0,0,1,2,28,1
3334,UP80DD9830,car,C1,2024-02-28 18:12:18,2024-02-28 19:20:18,68,completed,18,12,2,0,0,0,1,2,28,0
3335,UP80AT5315,car,C6,2024-02-28 18:23:21,2024-02-28 20:28:21,125,completed,18,23,2,0,0,0,1,2,28,0
3336,UP80SS2169,bike,B5,2024-02-28 18:02:15,2024-02-28 19:48:15,106,completed,18,2,2,0,0,0,1,2,28,1
3337,UP80SS2169,bike,B6,2024-02-28 18:17:36,2024-02-28 19:25:36,68,completed,18,17,2,0,0,0,1,2,28,1
3338,UP80QA2535,bike,B7,2024-02-28 18:46:39,2024-02-28 20:07:39,81,completed,18,46,2,0,0,0,1,2,28,1
3339,UP80SW1916,bike,B1,2024-02-28 19:52:01,2024-02-28 21:41:01,109,completed,19,52,2,0,0,0,1,2,28,1
3340,UP80GT1027,car,C1,2024-02-28 19:13:46,2024-02-28 21:15:46,122,completed,19,13,2,0,0,0,1,2,28,0
3341,UP80GB1317,car,C1,2024-02-28 22:54:25,2024-02-29 00:43:25,109,completed,22,54,2,0,0,0,0,2,28,0
3342,UP80WD3621,bike,B1,2024-02-28 22:21:37,2024-02-28 23:11:37,50,completed,22,21,2,0,0,0,0,2,28,1
3343,UP80EC8062,car,C2,2024-02-28 22:00:35,2024-02-29 00:48:35,168,completed,22,0,2,0,0,0,0,2,28,0
